Cas9_type,Score
SpCas9,280.0
SpCas9,280.0
SpCas9,278.0
SpCas9,276.0
SpCas9,276.0
SpCas9,272.0
SpCas9,270.0
SpCas9,262.0
SpCas9,262.0
SpCas9,260.0
SpCas9,260.0
SpCas9,260.0
SpCas9,258.0
SpCas9,258.0
SpCas9,256.0
SpCas9,254.0
SpCas9,248.0
SpCas9,246.0
SpCas9,246.0
SpCas9,244.0
SpCas9,244.0
SpCas9,244.0
SpCas9,244.0
SpCas9,242.0
SpCas9,240.0
SpCas9,240.0
SpCas9,238.0
SpCas9,238.0
SpCas9,238.0
SpCas9,236.0
SpCas9,234.0
SpCas9,234.0
SpCas9,234.0
SpCas9,232.0
SpCas9,232.0
SpCas9,232.0
SpCas9,230.0
SpCas9,230.0
SpCas9,226.0
SpCas9,226.0
SpCas9,226.0
SpCas9,226.0
SpCas9,224.0
SpCas9,222.0
SpCas9,218.0
SpCas9,218.0
SpCas9,218.0
SpCas9,218.0
SpCas9,216.0
SpCas9,214.0
SpCas9,214.0
SpCas9,212.0
SpCas9,210.0
SpCas9,206.0
SpCas9,204.0
SpCas9,204.0
SpCas9,204.0
SpCas9,202.0
SpCas9,202.0
SpCas9,200.0
SpCas9,200.0
SpCas9,200.0
SpCas9,200.0
SpCas9,198.0
SpCas9,198.0
SpCas9,198.0
SpCas9,196.0
SpCas9,196.0
SpCas9,196.0
SpCas9,194.0
SpCas9,194.0
SpCas9,192.0
SpCas9,192.0
SpCas9,192.0
SpCas9,190.0
SpCas9,188.0
SpCas9,188.0
SpCas9,188.0
SpCas9,186.0
SpCas9,184.0
SpCas9,184.0
SpCas9,182.0
SpCas9,182.0
SpCas9,178.0
SpCas9,178.0
SpCas9,176.0
SpCas9,174.0
SpCas9,174.0
SpCas9,174.0
SpCas9,172.0
SpCas9,172.0
SpCas9,172.0
SpCas9,172.0
SpCas9,170.0
SpCas9,168.0
SpCas9,168.0
SpCas9,168.0
SpCas9,168.0
SpCas9,166.0
SpCas9,166.0
SpCas9,166.0
SpCas9,166.0
SpCas9,166.0
SpCas9,164.0
SpCas9,164.0
SpCas9,164.0
SpCas9,162.0
SpCas9,162.0
SpCas9,160.0
SpCas9,158.0
SpCas9,158.0
SpCas9,158.0
SpCas9,158.0
SpCas9,156.0
SpCas9,154.0
SpCas9,154.0
SpCas9,154.0
SpCas9,152.0
SpCas9,152.0
SpCas9,152.0
SpCas9,152.0
SpCas9,152.0
SpCas9,150.0
SpCas9,148.0
SpCas9,148.0
SpCas9,146.0
SpCas9,146.0
SpCas9,146.0
SpCas9,144.0
SpCas9,144.0
SpCas9,144.0
SpCas9,144.0
SpCas9,142.0
SpCas9,142.0
SpCas9,142.0
SpCas9,142.0
SpCas9,142.0
SpCas9,140.0
SpCas9,140.0
SpCas9,138.0
SpCas9,138.0
SpCas9,138.0
SpCas9,134.0
SpCas9,134.0
SpCas9,134.0
SpCas9,134.0
SpCas9,132.0
SpCas9,132.0
SpCas9,132.0
SpCas9,132.0
SpCas9,132.0
SpCas9,132.0
SpCas9,132.0
SpCas9,130.0
SpCas9,130.0
SpCas9,130.0
SpCas9,130.0
SpCas9,130.0
SpCas9,130.0
SpCas9,130.0
SpCas9,128.0
SpCas9,128.0
SpCas9,128.0
SpCas9,126.0
SpCas9,126.0
SpCas9,126.0
SpCas9,124.0
SpCas9,124.0
SpCas9,124.0
SpCas9,124.0
SpCas9,122.0
SpCas9,122.0
SpCas9,122.0
SpCas9,122.0
SpCas9,122.0
SpCas9,122.0
SpCas9,122.0
SpCas9,120.0
SpCas9,118.0
SpCas9,118.0
SpCas9,118.0
SpCas9,118.0
SpCas9,116.0
SpCas9,116.0
SpCas9,116.0
SpCas9,116.0
SpCas9,116.0
SpCas9,116.0
SpCas9,116.0
SpCas9,114.0
SpCas9,114.0
SpCas9,114.0
SpCas9,114.0
SpCas9,114.0
SpCas9,114.0
SpCas9,114.0
SpCas9,112.0
SpCas9,112.0
SpCas9,112.0
SpCas9,112.0
SpCas9,112.0
SpCas9,112.0
SpCas9,110.0
SpCas9,110.0
SpCas9,110.0
SpCas9,110.0
SpCas9,110.0
SpCas9,110.0
SpCas9,110.0
SpCas9,108.0
SpCas9,108.0
SpCas9,108.0
SpCas9,108.0
SpCas9,108.0
SpCas9,106.0
SpCas9,106.0
SpCas9,106.0
SpCas9,104.0
SpCas9,104.0
SpCas9,104.0
SpCas9,104.0
SpCas9,104.0
SpCas9,104.0
SpCas9,102.0
SpCas9,102.0
SpCas9,102.0
SpCas9,102.0
SpCas9,102.0
SpCas9,102.0
SpCas9,102.0
SpCas9,102.0
SpCas9,102.0
SpCas9,100.0
SpCas9,100.0
SpCas9,98.0
SpCas9,98.0
SpCas9,98.0
SpCas9,98.0
SpCas9,98.0
SpCas9,96.0
SpCas9,96.0
SpCas9,94.0
SpCas9,94.0
SpCas9,94.0
SpCas9,94.0
SpCas9,94.0
SpCas9,94.0
SpCas9,92.0
SpCas9,92.0
SpCas9,92.0
SpCas9,92.0
SpCas9,92.0
SpCas9,92.0
SpCas9,90.0
SpCas9,90.0
SpCas9,90.0
SpCas9,90.0
SpCas9,90.0
SpCas9,90.0
SpCas9,88.0
SpCas9,88.0
SpCas9,88.0
SpCas9,88.0
SpCas9,88.0
SpCas9,88.0
SpCas9,88.0
SpCas9,88.0
SpCas9,88.0
SpCas9,88.0
SpCas9,88.0
SpCas9,86.0
SpCas9,86.0
SpCas9,86.0
SpCas9,86.0
SpCas9,86.0
SpCas9,84.0
SpCas9,84.0
SpCas9,84.0
SpCas9,84.0
SpCas9,84.0
SpCas9,82.0
SpCas9,82.0
SpCas9,82.0
SpCas9,82.0
SpCas9,82.0
SpCas9,82.0
SpCas9,82.0
SpCas9,82.0
SpCas9,82.0
SpCas9,80.0
SpCas9,80.0
SpCas9,80.0
SpCas9,80.0
SpCas9,80.0
SpCas9,80.0
SpCas9,80.0
SpCas9,80.0
SpCas9,80.0
SpCas9,80.0
SpCas9,80.0
SpCas9,78.0
SpCas9,78.0
SpCas9,78.0
SpCas9,78.0
SpCas9,78.0
SpCas9,78.0
SpCas9,78.0
SpCas9,78.0
SpCas9,76.0
SpCas9,76.0
SpCas9,76.0
SpCas9,76.0
SpCas9,76.0
SpCas9,76.0
SpCas9,76.0
SpCas9,74.0
SpCas9,74.0
SpCas9,74.0
SpCas9,74.0
SpCas9,74.0
SpCas9,74.0
SpCas9,74.0
SpCas9,74.0
SpCas9,74.0
SpCas9,74.0
SpCas9,72.0
SpCas9,72.0
SpCas9,72.0
SpCas9,72.0
SpCas9,72.0
SpCas9,72.0
SpCas9,72.0
SpCas9,72.0
SpCas9,72.0
SpCas9,72.0
SpCas9,72.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,70.0
SpCas9,68.0
SpCas9,68.0
SpCas9,68.0
SpCas9,68.0
SpCas9,68.0
SpCas9,68.0
SpCas9,68.0
SpCas9,68.0
SpCas9,68.0
SpCas9,68.0
SpCas9,68.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,66.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,64.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,62.0
SpCas9,60.0
SpCas9,60.0
SpCas9,60.0
SpCas9,60.0
SpCas9,60.0
SpCas9,60.0
SpCas9,60.0
SpCas9,60.0
SpCas9,60.0
SpCas9,60.0
SpCas9,60.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,58.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,56.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,54.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,52.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,50.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,48.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,46.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,44.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,42.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,40.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,38.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,36.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,34.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,32.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,30.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,28.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,26.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,24.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,22.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,20.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,18.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,16.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,14.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,202.0
SpCas9,6220.0
SpCas9,4082.0
SpCas9,3952.0
SpCas9,3866.0
SpCas9,3204.0
SpCas9,3034.0
SpCas9,2758.0
SpCas9,2732.0
SpCas9,2502.0
SpCas9,2476.0
SpCas9,2426.0
SpCas9,2300.0
SpCas9,2278.0
SpCas9,2198.0
SpCas9,2128.0
SpCas9,2032.0
SpCas9,2022.0
SpCas9,2022.0
SpCas9,2010.0
SpCas9,1902.0
SpCas9,1894.0
SpCas9,1870.0
SpCas9,1858.0
SpCas9,1840.0
SpCas9,1678.0
SpCas9,1644.0
SpCas9,1640.0
SpCas9,1570.0
SpCas9,1562.0
SpCas9,1554.0
SpCas9,1470.0
SpCas9,1462.0
SpCas9,1434.0
SpCas9,1386.0
SpCas9,1346.0
SpCas9,1306.0
SpCas9,1298.0
SpCas9,1286.0
SpCas9,1266.0
SpCas9,1260.0
SpCas9,1252.0
SpCas9,1246.0
SpCas9,1240.0
SpCas9,1234.0
SpCas9,1232.0
SpCas9,1232.0
SpCas9,1228.0
SpCas9,1224.0
SpCas9,1222.0
SpCas9,1216.0
SpCas9,1212.0
SpCas9,1212.0
SpCas9,1204.0
SpCas9,1204.0
SpCas9,1196.0
SpCas9,1188.0
SpCas9,1186.0
SpCas9,1176.0
SpCas9,1146.0
SpCas9,1142.0
SpCas9,1140.0
SpCas9,1138.0
SpCas9,1110.0
SpCas9,1106.0
SpCas9,1096.0
SpCas9,1094.0
SpCas9,1088.0
SpCas9,1086.0
SpCas9,1086.0
SpCas9,1082.0
SpCas9,1058.0
SpCas9,1044.0
SpCas9,1044.0
SpCas9,1044.0
SpCas9,1042.0
SpCas9,1040.0
SpCas9,1022.0
SpCas9,1016.0
SpCas9,1016.0
SpCas9,1006.0
SpCas9,994.0
SpCas9,988.0
SpCas9,988.0
SpCas9,986.0
SpCas9,980.0
SpCas9,970.0
SpCas9,960.0
SpCas9,958.0
SpCas9,956.0
SpCas9,956.0
SpCas9,954.0
SpCas9,940.0
SpCas9,938.0
SpCas9,938.0
SpCas9,932.0
SpCas9,924.0
SpCas9,904.0
SpCas9,900.0
SpCas9,894.0
SpCas9,894.0
SpCas9,874.0
SpCas9,864.0
SpCas9,852.0
SpCas9,848.0
SpCas9,848.0
SpCas9,846.0
SpCas9,824.0
SpCas9,824.0
SpCas9,822.0
SpCas9,822.0
SpCas9,814.0
SpCas9,804.0
SpCas9,804.0
SpCas9,802.0
SpCas9,794.0
SpCas9,792.0
SpCas9,790.0
SpCas9,790.0
SpCas9,790.0
SpCas9,790.0
SpCas9,786.0
SpCas9,776.0
SpCas9,770.0
SpCas9,764.0
SpCas9,762.0
SpCas9,760.0
SpCas9,756.0
SpCas9,750.0
SpCas9,742.0
SpCas9,734.0
SpCas9,732.0
SpCas9,728.0
SpCas9,716.0
SpCas9,714.0
SpCas9,710.0
SpCas9,708.0
SpCas9,708.0
SpCas9,704.0
SpCas9,702.0
SpCas9,700.0
SpCas9,698.0
SpCas9,696.0
SpCas9,696.0
SpCas9,694.0
SpCas9,694.0
SpCas9,692.0
SpCas9,690.0
SpCas9,684.0
SpCas9,684.0
SpCas9,684.0
SpCas9,682.0
SpCas9,682.0
SpCas9,678.0
SpCas9,676.0
SpCas9,672.0
SpCas9,670.0
SpCas9,668.0
SpCas9,666.0
SpCas9,664.0
SpCas9,658.0
SpCas9,652.0
SpCas9,650.0
SpCas9,648.0
SpCas9,646.0
SpCas9,646.0
SpCas9,636.0
SpCas9,624.0
SpCas9,624.0
SpCas9,622.0
SpCas9,620.0
SpCas9,618.0
SpCas9,618.0
SpCas9,614.0
SpCas9,614.0
SpCas9,612.0
SpCas9,610.0
SpCas9,610.0
SpCas9,606.0
SpCas9,604.0
SpCas9,604.0
SpCas9,598.0
SpCas9,590.0
SpCas9,590.0
SpCas9,588.0
SpCas9,582.0
SpCas9,582.0
SpCas9,582.0
SpCas9,580.0
SpCas9,576.0
SpCas9,576.0
SpCas9,574.0
SpCas9,572.0
SpCas9,572.0
SpCas9,570.0
SpCas9,564.0
SpCas9,562.0
SpCas9,560.0
SpCas9,558.0
SpCas9,552.0
SpCas9,550.0
SpCas9,548.0
SpCas9,548.0
SpCas9,548.0
SpCas9,546.0
SpCas9,544.0
SpCas9,536.0
SpCas9,528.0
SpCas9,528.0
SpCas9,526.0
SpCas9,526.0
SpCas9,526.0
SpCas9,526.0
SpCas9,524.0
SpCas9,524.0
SpCas9,522.0
SpCas9,520.0
