Cas9_type,Score
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,12.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,10.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,8.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,6.0
SpCas9,2528.0
SpCas9,30900.0
SpCas9,24978.0
SpCas9,18088.0
SpCas9,12760.0
SpCas9,11526.0
SpCas9,10892.0
SpCas9,10348.0
SpCas9,9764.0
SpCas9,9414.0
SpCas9,9196.0
SpCas9,9188.0
SpCas9,9160.0
SpCas9,9130.0
SpCas9,8892.0
SpCas9,8776.0
SpCas9,8684.0
SpCas9,8680.0
SpCas9,8590.0
SpCas9,8222.0
SpCas9,8212.0
SpCas9,8024.0
SpCas9,7920.0
SpCas9,7576.0
SpCas9,7202.0
SpCas9,7058.0
SpCas9,6982.0
SpCas9,6902.0
SpCas9,6584.0
SpCas9,6338.0
SpCas9,6180.0
SpCas9,6158.0
SpCas9,6116.0
SpCas9,5672.0
SpCas9,5596.0
SpCas9,5536.0
SpCas9,5490.0
SpCas9,5486.0
SpCas9,5408.0
SpCas9,5210.0
SpCas9,5092.0
SpCas9,5050.0
SpCas9,4954.0
SpCas9,4910.0
SpCas9,4868.0
SpCas9,4836.0
SpCas9,4810.0
SpCas9,4612.0
SpCas9,4590.0
SpCas9,4588.0
SpCas9,4446.0
SpCas9,4416.0
SpCas9,4386.0
SpCas9,4344.0
SpCas9,4332.0
SpCas9,4208.0
SpCas9,4142.0
SpCas9,4088.0
SpCas9,4076.0
SpCas9,4064.0
SpCas9,4038.0
SpCas9,4016.0
SpCas9,4008.0
SpCas9,3970.0
SpCas9,3952.0
SpCas9,3910.0
SpCas9,3872.0
SpCas9,3780.0
SpCas9,3732.0
SpCas9,3730.0
SpCas9,3670.0
SpCas9,3634.0
SpCas9,3622.0
SpCas9,3576.0
SpCas9,3570.0
SpCas9,3512.0
SpCas9,3496.0
SpCas9,3494.0
SpCas9,3468.0
SpCas9,3440.0
SpCas9,3428.0
SpCas9,3408.0
SpCas9,3406.0
SpCas9,3354.0
SpCas9,3348.0
SpCas9,3328.0
SpCas9,3312.0
SpCas9,3306.0
SpCas9,3290.0
SpCas9,3284.0
SpCas9,3216.0
SpCas9,3174.0
SpCas9,3154.0
SpCas9,3144.0
SpCas9,3134.0
SpCas9,3106.0
SpCas9,3104.0
SpCas9,3072.0
SpCas9,3060.0
SpCas9,3020.0
SpCas9,3012.0
SpCas9,2932.0
SpCas9,2928.0
SpCas9,2884.0
SpCas9,2882.0
SpCas9,2876.0
SpCas9,2838.0
SpCas9,2828.0
SpCas9,2806.0
SpCas9,2796.0
SpCas9,2776.0
SpCas9,2760.0
SpCas9,2740.0
SpCas9,2732.0
SpCas9,2702.0
SpCas9,2700.0
SpCas9,2682.0
SpCas9,2682.0
SpCas9,2682.0
SpCas9,2674.0
SpCas9,2670.0
SpCas9,2658.0
SpCas9,2656.0
SpCas9,2656.0
SpCas9,2650.0
SpCas9,2648.0
SpCas9,2618.0
SpCas9,2602.0
SpCas9,2592.0
SpCas9,2584.0
SpCas9,2562.0
SpCas9,2546.0
SpCas9,2532.0
SpCas9,2516.0
SpCas9,2504.0
SpCas9,2488.0
SpCas9,2488.0
SpCas9,2482.0
SpCas9,2482.0
SpCas9,2452.0
SpCas9,2436.0
SpCas9,2436.0
SpCas9,2428.0
SpCas9,2424.0
SpCas9,2406.0
SpCas9,2406.0
SpCas9,2404.0
SpCas9,2404.0
SpCas9,2394.0
SpCas9,2386.0
SpCas9,2386.0
SpCas9,2364.0
SpCas9,2350.0
SpCas9,2332.0
SpCas9,2330.0
SpCas9,2326.0
SpCas9,2322.0
SpCas9,2316.0
SpCas9,2310.0
SpCas9,2300.0
SpCas9,2298.0
SpCas9,2290.0
SpCas9,2288.0
SpCas9,2284.0
SpCas9,2278.0
SpCas9,2274.0
SpCas9,2274.0
SpCas9,2268.0
SpCas9,2252.0
SpCas9,2244.0
SpCas9,2222.0
SpCas9,2200.0
SpCas9,2190.0
SpCas9,2188.0
SpCas9,2188.0
SpCas9,2172.0
SpCas9,2172.0
SpCas9,2166.0
SpCas9,2160.0
SpCas9,2158.0
SpCas9,2156.0
SpCas9,2148.0
SpCas9,2144.0
SpCas9,2144.0
SpCas9,2126.0
SpCas9,2120.0
SpCas9,2118.0
SpCas9,2110.0
SpCas9,2108.0
SpCas9,2106.0
SpCas9,2104.0
SpCas9,2098.0
SpCas9,2094.0
SpCas9,2090.0
SpCas9,2082.0
SpCas9,2078.0
SpCas9,2060.0
SpCas9,2049.0
SpCas9,2036.0
SpCas9,2034.0
SpCas9,2032.0
SpCas9,2026.0
SpCas9,2020.0
SpCas9,2018.0
SpCas9,2008.0
SpCas9,2004.0
SpCas9,1998.0
SpCas9,1992.0
SpCas9,1980.0
SpCas9,1978.0
SpCas9,1950.0
SpCas9,1946.0
SpCas9,1922.0
SpCas9,1922.0
SpCas9,1916.0
SpCas9,1906.0
SpCas9,1898.0
SpCas9,1894.0
SpCas9,1890.0
SpCas9,1880.0
SpCas9,1868.0
SpCas9,1864.0
SpCas9,1856.0
SpCas9,1846.0
SpCas9,1842.0
SpCas9,1840.0
SpCas9,1832.0
SpCas9,1824.0
SpCas9,1822.0
SpCas9,1816.0
SpCas9,1816.0
SpCas9,1790.0
SpCas9,1778.0
SpCas9,1764.0
SpCas9,1764.0
SpCas9,1760.0
SpCas9,1740.0
SpCas9,1734.0
SpCas9,1728.0
SpCas9,1724.0
SpCas9,1720.0
SpCas9,1718.0
SpCas9,1710.0
SpCas9,1704.0
SpCas9,1704.0
SpCas9,1704.0
SpCas9,1700.0
SpCas9,1684.0
SpCas9,1672.0
SpCas9,1670.0
SpCas9,1670.0
SpCas9,1668.0
SpCas9,1654.0
SpCas9,1632.0
SpCas9,1632.0
SpCas9,1626.0
SpCas9,1624.0
SpCas9,1622.0
SpCas9,1618.0
SpCas9,1616.0
SpCas9,1598.0
SpCas9,1598.0
SpCas9,1588.0
SpCas9,1586.0
SpCas9,1586.0
SpCas9,1586.0
SpCas9,1584.0
SpCas9,1578.0
SpCas9,1562.0
SpCas9,1562.0
SpCas9,1554.0
SpCas9,1544.0
SpCas9,1522.0
SpCas9,1520.0
SpCas9,1518.0
SpCas9,1518.0
SpCas9,1512.0
SpCas9,1508.0
SpCas9,1504.0
SpCas9,1504.0
SpCas9,1496.0
SpCas9,1496.0
SpCas9,1488.0
SpCas9,1480.0
SpCas9,1478.0
SpCas9,1458.0
SpCas9,1456.0
SpCas9,1452.0
SpCas9,1450.0
SpCas9,1450.0
SpCas9,1448.0
SpCas9,1438.0
SpCas9,1416.0
SpCas9,1416.0
SpCas9,1410.0
SpCas9,1410.0
SpCas9,1408.0
SpCas9,1406.0
SpCas9,1404.0
SpCas9,1402.0
SpCas9,1396.0
SpCas9,1390.0
SpCas9,1386.0
SpCas9,1382.0
SpCas9,1382.0
SpCas9,1382.0
SpCas9,1376.0
SpCas9,1370.0
SpCas9,1368.0
SpCas9,1366.0
SpCas9,1356.0
SpCas9,1350.0
SpCas9,1346.0
SpCas9,1346.0
SpCas9,1342.0
SpCas9,1332.0
SpCas9,1326.0
SpCas9,1324.0
SpCas9,1322.0
SpCas9,1318.0
SpCas9,1314.0
SpCas9,1312.0
SpCas9,1308.0
SpCas9,1300.0
SpCas9,1300.0
SpCas9,1294.0
SpCas9,1294.0
SpCas9,1286.0
SpCas9,1284.0
SpCas9,1282.0
SpCas9,1276.0
SpCas9,1276.0
SpCas9,1272.0
SpCas9,1270.0
SpCas9,1270.0
SpCas9,1270.0
SpCas9,1266.0
SpCas9,1262.0
SpCas9,1256.0
SpCas9,1252.0
SpCas9,1250.0
SpCas9,1248.0
SpCas9,1218.0
SpCas9,1214.0
SpCas9,1214.0
SpCas9,1202.0
SpCas9,1200.0
SpCas9,1198.0
SpCas9,1196.0
SpCas9,1190.0
SpCas9,1180.0
SpCas9,1174.0
SpCas9,1174.0
SpCas9,1170.0
SpCas9,1166.0
SpCas9,1164.0
SpCas9,1162.0
SpCas9,1160.0
SpCas9,1152.0
SpCas9,1150.0
SpCas9,1148.0
SpCas9,1140.0
SpCas9,1134.0
SpCas9,1134.0
SpCas9,1132.0
SpCas9,1128.0
SpCas9,1126.0
SpCas9,1126.0
SpCas9,1124.0
SpCas9,1124.0
SpCas9,1120.0
SpCas9,1116.0
SpCas9,1106.0
SpCas9,1102.0
SpCas9,1102.0
SpCas9,1100.0
SpCas9,1098.0
SpCas9,1092.0
SpCas9,1092.0
SpCas9,1088.0
SpCas9,1086.0
SpCas9,1086.0
SpCas9,1085.0
SpCas9,1084.0
SpCas9,1084.0
SpCas9,1084.0
SpCas9,1082.0
SpCas9,1082.0
SpCas9,1080.0
SpCas9,1078.0
SpCas9,1074.0
SpCas9,1074.0
SpCas9,1072.0
SpCas9,1070.0
SpCas9,1070.0
SpCas9,1068.0
SpCas9,1068.0
SpCas9,1066.0
SpCas9,1066.0
SpCas9,1064.0
SpCas9,1062.0
SpCas9,1060.0
SpCas9,1056.0
SpCas9,1054.0
SpCas9,1052.0
SpCas9,1048.0
SpCas9,1048.0
SpCas9,1046.0
SpCas9,1044.0
SpCas9,1044.0
SpCas9,1038.0
SpCas9,1038.0
SpCas9,1036.0
SpCas9,1036.0
SpCas9,1034.0
SpCas9,1034.0
SpCas9,1030.0
SpCas9,1028.0
SpCas9,1028.0
SpCas9,1026.0
SpCas9,1020.0
SpCas9,1020.0
SpCas9,1016.0
SpCas9,1012.0
SpCas9,1008.0
SpCas9,1000.0
SpCas9,998.0
SpCas9,986.0
SpCas9,984.0
SpCas9,978.0
SpCas9,970.0
SpCas9,970.0
SpCas9,968.0
SpCas9,964.0
SpCas9,962.0
SpCas9,958.0
SpCas9,956.0
SpCas9,956.0
SpCas9,954.0
SpCas9,950.0
SpCas9,950.0
SpCas9,948.0
SpCas9,948.0
SpCas9,948.0
SpCas9,948.0
SpCas9,944.0
SpCas9,942.0
SpCas9,942.0
SpCas9,942.0
SpCas9,942.0
SpCas9,934.0
SpCas9,932.0
SpCas9,928.0
SpCas9,926.0
SpCas9,922.0
SpCas9,922.0
SpCas9,920.0
SpCas9,920.0
SpCas9,918.0
SpCas9,916.0
SpCas9,914.0
SpCas9,914.0
SpCas9,908.0
SpCas9,902.0
SpCas9,898.0
SpCas9,896.0
SpCas9,896.0
SpCas9,894.0
SpCas9,892.0
SpCas9,890.0
SpCas9,888.0
SpCas9,888.0
SpCas9,886.0
SpCas9,886.0
SpCas9,886.0
SpCas9,886.0
SpCas9,884.0
SpCas9,882.0
SpCas9,880.0
SpCas9,880.0
SpCas9,878.0
SpCas9,878.0
SpCas9,878.0
SpCas9,876.0
SpCas9,876.0
SpCas9,874.0
SpCas9,870.0
SpCas9,870.0
SpCas9,868.0
SpCas9,868.0
SpCas9,868.0
SpCas9,866.0
SpCas9,864.0
SpCas9,862.0
SpCas9,852.0
SpCas9,852.0
SpCas9,850.0
SpCas9,848.0
SpCas9,848.0
SpCas9,848.0
SpCas9,844.0
SpCas9,844.0
SpCas9,838.0
SpCas9,836.0
SpCas9,836.0
SpCas9,834.0
SpCas9,828.0
SpCas9,828.0
SpCas9,826.0
SpCas9,826.0
SpCas9,826.0
SpCas9,824.0
SpCas9,822.0
SpCas9,820.0
SpCas9,814.0
SpCas9,814.0
SpCas9,810.0
SpCas9,806.0
SpCas9,804.0
SpCas9,802.0
SpCas9,802.0
SpCas9,802.0
SpCas9,802.0
SpCas9,801.0
SpCas9,800.0
SpCas9,800.0
SpCas9,800.0
SpCas9,792.0
SpCas9,788.0
SpCas9,788.0
SpCas9,784.0
SpCas9,784.0
SpCas9,780.0
SpCas9,778.0
SpCas9,776.0
SpCas9,776.0
SpCas9,774.0
SpCas9,774.0
SpCas9,774.0
SpCas9,774.0
SpCas9,772.0
SpCas9,770.0
SpCas9,764.0
SpCas9,764.0
SpCas9,762.0
SpCas9,760.0
SpCas9,754.0
SpCas9,754.0
SpCas9,752.0
SpCas9,750.0
SpCas9,748.0
SpCas9,748.0
SpCas9,748.0
SpCas9,738.0
SpCas9,738.0
SpCas9,734.0
SpCas9,734.0
SpCas9,732.0
SpCas9,730.0
SpCas9,728.0
SpCas9,728.0
SpCas9,726.0
SpCas9,724.0
SpCas9,724.0
SpCas9,722.0
SpCas9,722.0
SpCas9,722.0
SpCas9,722.0
SpCas9,720.0
SpCas9,720.0
SpCas9,720.0
SpCas9,714.0
SpCas9,714.0
SpCas9,714.0
SpCas9,712.0
SpCas9,712.0
SpCas9,712.0
SpCas9,710.0
SpCas9,710.0
SpCas9,708.0
SpCas9,708.0
SpCas9,706.0
SpCas9,704.0
SpCas9,704.0
SpCas9,704.0
SpCas9,704.0
SpCas9,700.0
SpCas9,700.0
SpCas9,700.0
SpCas9,694.0
SpCas9,694.0
SpCas9,692.0
SpCas9,688.0
SpCas9,688.0
SpCas9,688.0
SpCas9,688.0
SpCas9,688.0
SpCas9,682.0
SpCas9,676.0
SpCas9,674.0
SpCas9,674.0
SpCas9,672.0
SpCas9,666.0
SpCas9,666.0
SpCas9,666.0
SpCas9,664.0
SpCas9,662.0
SpCas9,660.0
SpCas9,658.0
SpCas9,656.0
SpCas9,656.0
SpCas9,654.0
SpCas9,652.0
SpCas9,652.0
SpCas9,652.0
SpCas9,652.0
SpCas9,652.0
SpCas9,650.0
SpCas9,650.0
SpCas9,648.0
SpCas9,648.0
SpCas9,646.0
SpCas9,646.0
SpCas9,646.0
SpCas9,644.0
SpCas9,642.0
SpCas9,640.0
SpCas9,640.0
SpCas9,640.0
SpCas9,638.0
SpCas9,636.0
SpCas9,636.0
